opportunity_id	product_id	gsfa_customer_id	avg_weight	committed_product_revenue	potential_product_revenue	number_of_shipments	origin	destination	product_line	main_competitor	secondary_competitor	dhl_current_transit_time	dhl_transit_time_status
1-68MQYHD	1-LRWO4-5	CLSION_0214018702594	                .5000000	2.610000	3.625200	               1.0000000	CHILE	UNITED KINGDOM	?	?	?	4	Slower
1-14BNB9-395	1-LRWO4-16	CLC10000643	              70.0000000	21.000000	21.000000	               1.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-6F9ZG6O	1-LRWO4-16	CLSCSV_0410019082506	              60.0000000	36.000000	36.000000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-75NYKCB	1-LRWO4-16	CLSCSV_10140110489407	               2.0000000	21.000000	21.000000	               2.0000000	Asia	CHILE	?	FedEx	?	?	?
1-143AOV-352	1-LRWO4-16	CLS95668WL	              30.0000000	60.000000	60.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-71LGNIG	1-LRWO4-16	CLS51612CS	              70.0000000	70.680000	70.680000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-7MPMXYY	1-LRWO4-6	CLSION_01260111265102	               1.0000000	3.000000	3.000000	               1.0000000	CHILE	South America	?	?	?	?	?
1-67RYCGA	1-LRWO4-16	CLSCSV_0221018750906	              10.0000000	21.000000	21.000000	               2.0000000	South America	CHILE	?	TNT	?	?	?
1-6ZHQ81H	1-LRWO4-16	CLC-IMP360-050503-793	              25.0000000	21.960000	21.960000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-6Q6EKUN	1-LRWO4-6	COMET_1-15OT45A	              15.0000000	14.460000	14.460000	               1.0000000	CHILE	HONDURAS	?	OTHER	?	2	Faster
1-6SJBY0N	1-LRWO4-16	CLC10003340	              80.0000000	60.000000	60.000000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-65PYTNL	1-LRWO4-16	COMET_1-5N0OEOL	              10.0000000	18.000000	18.000000	               3.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6RRJPVV	1-LRWO4-16	COMET_1-4Z5S14W	              30.0000000	0.060000	0.060000	               3.0000000	Europe	CHILE	?	?	?	?	?
1-62V3B37	1-LRWO4-23	CLC10001808	               1.0000000	?	0.060000	               1.0000000	ARGENTINA	COLOMBIA	?	?	?	2	Faster
1-6CLWILV	1-LRWO4-5	CLS25206WL	                .5000000	2.880000	2.880000	               2.0000000	CHILE	Asia	?	TNT	?	?	?
1-65EOF06	1-LRWO4-16	CLSION_0123018583715	               1.0000000	12.000000	12.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	NONE	?	?	?
1-6EWLB43	1-LRWO4-6	CLSCSV_0403019032393	              10.0000000	42.000000	42.000000	               3.0000000	CHILE	AUSTRALIA	?	UPS	?	4	Slower
1-72C6IO1	1-LRWO4-16	COMET_1-19679UX	               1.0000000	6.600000	6.600000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6R04NIN	1-LRWO4-6	COMET_1-1DA40N1	                .5000000	89.400000	89.400000	               1.0000000	CHILE	ECUADOR	?	?	?	?	?
1-7CDYXVN	1-LRWO4-16	CLSCSV_12040110902962	               5.0000000	9.000000	13.800000	               1.0000000	Europe	CHILE	?	OTHER	?	?	?
1-754H5HS	1-LRWO4-16	CLS91700CS	              15.0000000	24.000000	24.000000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-68Z3BD7	1-LRWO4-16	CLSCSV_0228018797566	               6.0000000	19.200000	19.200000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-66YGN30	1-LRWO4-34	CLSION_1107018594309	                .5000000	11.700000	11.700000	              20.0000000	CHILE	CHILE	?	?	?	?	?
1-7BZ8VI1	1-LRWO4-6	CLSCSV_12030110898664	               8.5000000	30.000000	30.000000	               4.0000000	CHILE	Europe	?	?	?	?	?
1-6DBGZOJ	1-LRWO4-16	COMET_1-3LCRCZ4	            2000.0000000	600.000000	600.000000	              10.0000000	SPAIN	CHILE	?	?	?	2	Equal
1-6A14LHW	1-LRWO4-16	COMET_1-2XSLPI8	              65.0000000	111.720000	111.720000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6I1K08J	1-LRWO4-5	COMET_1-18SL7FQ	                .5000000	24.000000	24.000000	               5.0000000	CHILE	North America	?	?	?	?	?
1-7BB8O3D	1-LRWO4-16	CLS4539CS	               8.0000000	11.520000	11.520000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-7EEZ0FB	1-LRWO4-16	COMET_1-53UYM75	              74.0000000	?	50.040000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-794YJCH	1-LRWO4-6	CLC10001736	             330.0000000	202.440000	202.440000	               2.0000000	CHILE	MEXICO	?	Freight Forwarder	?	3	Faster
1-72YI8ZR	1-LRWO4-6	CLSCSV_09100110198141	                .5000000	30.000000	30.000000	               4.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	FedEx	?	?	?
1-6EB4GW3	1-LRWO4-16	COMET_1-WKGU22	              84.5000000	86.190000	86.190000	               1.0000000	NEW ZEALAND	CHILE	?	?	?	4	Slower
1-6EVW7TZ	1-LRWO4-6	COMET_1-K9IN35	                .5000000	48.000000	48.000000	              16.0000000	CHILE	DOMINICAN REPUBLIC	?	OTHER	?	3	Slower
1-772CQV8	1-LRWO4-16	COMET_1-61N9YJ	             111.0000000	46.620000	46.620000	               1.0000000	NETHERLANDS, THE	CHILE	?	Freight Forwarder	?	2	Equal
1-7CKAL5L	1-LRWO4-16	CLSCSV_12030110895618	              50.0000000	42.000000	42.000000	               1.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-6GFTGU3	1-LRWO4-16	CLSCSV_0418019138641	               2.0000000	9.000000	9.000000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-6J6YZTH	1-LRWO4-16	CLSCSV_0506019240779	              10.0000000	13.800000	13.800000	               1.0000000	THAILAND	CHILE	?	Other	?	3	Equal
1-6VY0PI8	1-LRWO4-6	CLSION_0808019954812	              10.0000000	30.000000	60.000000	              10.0000000	CHILE	Europe	?	FedEx	?	?	?
1-7E54CH2	1-LRWO4-16	CLS84082CS	             115.0000000	30.600000	30.600000	               1.0000000	SPAIN	CHILE	?	Other	?	2	Equal
1-79D7FJB	1-LRWO4-16	CLSCSV_11120110730037	               5.0000000	6.000000	6.000000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-14BNB9-492	1-LRWO4-16	CLC10000673	               1.0000000	?	0.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6M0AS25	1-LRWO4-16	CLC10000270	              30.0000000	240.000000	240.000000	               5.0000000	Europe	CHILE	?	?	?	?	?
1-6FV3V5E	1-LRWO4-6	CLS63417CS	               5.0000000	6.000000	6.000000	               1.0000000	CHILE	VENEZUELA	?	?	?	3	Faster
1-6SVRTEY	1-LRWO4-16	CLSCSV_0709019720614	                .5000000	?	9.000000	               2.0000000	Asia	CHILE	?	Other	?	?	?
1-6REIT0V	1-LRWO4-16	CLS62401CS	              10.0000000	38.400000	38.400000	               3.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7C5JUV4	1-LRWO4-16	CLSCSV_12050110924381	               1.0000000	3.180000	3.180000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-75XJ2WX	1-LRWO4-16	COMET_1-35ERJAD	             335.0000000	180.000000	180.000000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-7II5M81	1-LRWO4-6	COMET_1-6ZB63L9	              50.0000000	66.000000	66.000000	               2.0000000	CHILE	North America	?	?	?	?	?
1-660FC6T	1-LRWO4-16	COMET_1-1OLRYAG	              70.0000000	42.180000	42.180000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6IEMMWN	1-LRWO4-16	COMET_1-6DZVX6X	             146.0000000	90.960000	90.960000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-7L88GYL	1-LRWO4-34	CLSION_11290110864164	              50.0000000	144.000000	144.000000	              20.0000000	CHILE	CHILE	?	Tur Bus	?	?	?
1-7LKZ96U	1-LRWO4-6	COMET_1-76IX9J0	              50.0000000	36.000000	36.000000	               1.0000000	CHILE	VENEZUELA	?	?	?	3	Faster
1-7FX5UU6	1-LRWO4-16	COMET_1-7FOP2JS	              25.0000000	144.000000	144.000000	              20.0000000	VENEZUELA	CHILE	?	Freight Forwarder	?	2	Faster
1-7EEYFH5	1-LRWO4-16	CLC10000271	              10.0000000	420.000000	420.000000	             150.0000000	GERMANY	CHILE	?	FedEx	?	2	Equal
1-6I0CVOZ	1-LRWO4-16	CLS69606CS	             256.0000000	149.100000	149.100000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6QDG0QN	1-LRWO4-16	COMET_1-2Y34CUX	              90.0000000	48.000000	78.000000	               1.0000000	Europe	CHILE	?	FedEx	Freight Forwarder	?	?
1-6M6VE3T	1-LRWO4-16	CLS62922CS	              15.0000000	22.708800	22.708800	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-6V8M0FR	1-LRWO4-6	COMET_1-6FHPS0F	               1.0000000	24.000000	24.000000	               4.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	OTHER	?	?	?
1-7L0XX75	1-LRWO4-6	COMET_1-1U5OKH6	               1.0000000	12.000000	12.000000	               1.0000000	CHILE	SPAIN	?	UPS	?	3	Equal
1-6R8LVAF	1-LRWO4-5	COMET_1-3RQLN0F	                .5000000	1.434000	2.212200	               1.0000000	CHILE	ARGENTINA	?	?	?	1	Equal
1-7GZ0CZV	1-LRWO4-16	CLS91203IS	               5.0000000	30.000000	48.000000	               3.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-6RL13O9	1-LRWO4-16	CLSCSV_0708019714355	              15.0000000	48.000000	54.000000	               4.0000000	Europe	CHILE	?	OTHER	?	?	?
1-6XVVYXW	1-LRWO4-16	CLS54234CS	             142.0000000	54.720000	54.720000	               1.0000000	Europe	CHILE	?	OTHER	?	?	?
1-77SZIBZ	1-LRWO4-16	COMET_1-RLJM96	               1.0000000	10.380000	10.380000	               3.0000000	South America	CHILE	?	Other	?	?	?
1-7FOIJ8F	1-LRWO4-16	COMET_1-7FO76YB	              50.0000000	48.000000	48.000000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-7I7TT06	1-LRWO4-6	COMET_1-1GS37OL	              23.0000000	46.200000	46.200000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	Other	?	?	?
1-76LUX7W	1-LRWO4-16	COMET_1-76LUX7P	               1.0000000	120.000000	120.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-78J9EXR	1-LRWO4-16	CLSION_0524016940759	               1.0000000	6.120000	6.120000	               1.0000000	TURKEY	CHILE	?	Other	?	2	Faster
1-6LH3LX6	1-LRWO4-16	CLSCSV_0601017002251	             147.0000000	60.000000	60.000000	               2.0000000	ARGENTINA	CHILE	?	OTHER	?	1	Equal
1-6BDYY9J	1-LRWO4-16	CLSCSV_0307018842230	              10.0000000	24.000000	24.000000	               1.0000000	Europe	CHILE	?	FedEx	?	?	?
1-6SJFRKO	1-LRWO4-16	CLSCSV_0718019791409	              25.0000000	18.000000	18.000000	               1.0000000	ECUADOR	CHILE	?	?	?	?	?
1-6UCA5TX	1-LRWO4-6	CLS38289CS	              75.0000000	29.220000	29.220000	               1.0000000	CHILE	DOMINICAN REPUBLIC	?	Freight Forwarder	?	3	Slower
1-6YIARI7	1-LRWO4-6	COMET_1-3CHY21R	             100.0000000	16.920000	16.920000	               1.0000000	CHILE	PERU	?	Freight Forwarder	?	1	Faster
1-6MQZYSY	1-LRWO4-16	COMET_1-3CHY21R	              65.0000000	79.800000	79.800000	               1.0000000	MEXICO	CHILE	?	Other	?	2	Equal
1-700MLA2	1-LRWO4-16	CLSION_09130110234900	              60.0000000	38.400000	38.400000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-66GDQMB	1-LRWO4-16	CLSCSV_0208018677556	              10.0000000	28.800000	33.600000	               3.0000000	Asia	CHILE	?	FedEx	?	?	?
1-67DC0JH	1-LRWO4-16	CLCSINC26150679_2117	              15.0000000	17.040000	17.040000	               1.0000000	ITALY	CHILE	?	FedEx	Other	2	Equal
1-69JB7KE	1-LRWO4-16	CLSCSV_0307018842062	               5.0000000	9.000000	10.800000	               1.0000000	Oceania	CHILE	?	Correos de Chile	?	?	?
1-71TMU15	1-LRWO4-16	CLSCSV_08280110080818	              15.0000000	24.000000	60.000000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-7MA1YNT	1-LRWO4-6	COMET_1-1Q83XSK	               5.0000000	9.000000	9.000000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6PH5S0C	1-LRWO4-16	CLSION_0619019570665	               5.0000000	9.000000	9.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7222O37	1-LRWO4-16	CLS6001CS	             171.0000000	52.560000	52.560000	               1.0000000	North America	CHILE	?	?	?	?	?
1-7AEXPSJ	1-LRWO4-16	CLSCSV_11250110834725	              20.0000000	25.200000	27.000000	               1.0000000	North America	CHILE	?	?	?	?	?
1-63T7M43	1-LRWO4-16	COMET_1-17WM0MT	               4.0000000	6.600000	6.600000	               1.0000000	BRAZIL	CHILE	?	?	?	2	Slower
1-7FMRVIX	1-LRWO4-16	CLSCSV_01020111087283	              25.0000000	54.000000	54.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6MI91AQ	1-LRWO4-16	CLS37159CS	              25.0000000	21.000000	21.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-717WJTE	1-LRWO4-16	CLSCSV_09120110233493	               5.0000000	28.380000	28.380000	               2.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6TBR9J1	1-LRWO4-16	CLS89001CS	              50.0000000	48.000000	48.000000	               4.0000000	Asia	CHILE	?	Freight Forwarder	?	?	?
1-6Q5PPJJ	1-LRWO4-16	CLS43290CS	              60.0000000	30.000000	48.000000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-7CRR9TA	1-LRWO4-6	CLSGCA_10180110528390	               1.0000000	4.500000	4.500000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	Other	?	?	?
1-7J9D9FP	1-LRWO4-16	CLS22443CS	             150.0000000	51.120000	51.120000	               1.0000000	ITALY	CHILE	?	?	?	2	Equal
1-7DON5FE	1-LRWO4-16	CLSION_0519016871898	              27.0000000	12.780000	12.780000	               1.0000000	BRAZIL	CHILE	?	Other	?	2	Slower
1-6QU9LD8	1-LRWO4-16	COMET_1-6QU9LD1	              50.0000000	60.000000	60.000000	               5.0000000	North America	CHILE	?	?	?	?	?
1-67K5XV3	1-LRWO4-16	CLSSME_0110015567004	              20.0000000	28.680000	28.680000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6SKEWE3	1-LRWO4-16	COMET_1-4B2NI93	             200.0000000	78.240000	78.240000	               1.0000000	Europe	CHILE	?	Other	?	?	?
1-67YWWIU	1-LRWO4-16	CLSISL_0222016030266	             200.0000000	?	?	               1.0000000	SPAIN	CHILE	?	?	?	2	Equal
1-6E651IS	1-LRWO4-16	CLSCSV_1009018361374	             150.0000000	90.000000	90.000000	               2.0000000	Europe	CHILE	?	?	?	?	?
1-66ZRNY3	1-LRWO4-16	CLS47062CS	            2400.0000000	5184.000000	5184.000000	               3.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-76LI804	1-LRWO4-16	CLSCSV_0425019180799	            1000.0000000	150.000000	240.000000	               2.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-6DK41VA	1-LRWO4-6	CLSCSV_0227016078987	               5.0000000	30.000000	30.000000	               3.0000000	CHILE	ITALY	?	FedEx	?	4	Equal
1-6GA79K8	1-LRWO4-16	COMET_1-6GEK4JN	              30.0000000	24.228000	24.228000	               2.0000000	VENEZUELA	CHILE	?	OTHER	?	2	Faster
1-69CLWNU	1-LRWO4-6	COMET_1-6467HAX	               5.0000000	17.520000	17.520000	               3.0000000	CHILE	South America	?	FedEx	?	?	?
1-6PQWANJ	1-LRWO4-16	CLS72900CS	              15.0000000	36.000000	36.000000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7J3ILSG	1-LRWO4-34	CLSCSV_01270111274835	                .5000000	30.000000	30.000000	              40.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-7KFTL9H	1-LRWO4-16	CLSCSV_02030111311582	              15.0000000	?	21.217800	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-74XEIO0	1-LRWO4-16	CLSION_10170110507290	               2.0000000	6.000000	6.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-7488LYL	1-LRWO4-16	CLSCSV_10070110431451	                .5000000	6.000000	6.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6CMC1HB	1-LRWO4-16	CLSCSV_0321018939177	              20.0000000	156.000000	156.000000	              14.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-6TVPYZ4	1-LRWO4-16	COMET_1-1H2715E	              10.0000000	6.000000	6.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	OTHER	?	?	?
1-6CK3AMO	1-LRWO4-16	CLSCSV_0322018951591	               5.0000000	7.074000	9.824400	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7M8D4R7	1-LRWO4-16	COMET_1-6ENGSKJ	               1.0000000	12.000000	12.000000	               1.0000000	Asia	CHILE	?	Other	?	?	?
1-6IERHJ1	1-LRWO4-6	CLS80668IS	             650.0000000	154.800000	154.800000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	FedEx	?	1	Faster
1-6BTB6OU	1-LRWO4-16	CLSCSV_0314018896352	              20.0000000	33.000000	33.000000	               1.0000000	ITALY	CHILE	?	?	?	2	Equal
1-6W0N2RI	1-LRWO4-6	COMET_1-52PJ145	               9.0000000	57.000000	57.000000	              15.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6TMZ9WJ	1-LRWO4-16	CLS88351WL	              28.0000000	21.000000	21.000000	               1.0000000	ARGENTINA	CHILE	?	?	?	1	Equal
1-6JQ53RZ	1-LRWO4-16	CLS12434CS	              18.0000000	18.000000	18.000000	               1.0000000	ITALY	CHILE	?	?	?	2	Equal
1-6LZMI0J	1-LRWO4-16	CLSION_0526019389133	               1.0000000	9.000000	12.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-6AFF1LB	1-LRWO4-16	CLSCSV_0313018883659	              10.0000000	16.680000	16.680000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7GIYCVX	1-LRWO4-34	COMET_1-5929PHT	                .5000000	48.000000	48.000000	              20.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-7MA1YLP	1-LRWO4-6	CLSION_02170111403691	                .5000000	16.800000	18.000000	               4.0000000	CHILE	Asia	?	OTHER	?	?	?
1-6XB6MP3	1-LRWO4-16	CLSCSV_08200110022863	               7.0000000	18.000000	42.000000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6I8BXE2	1-LRWO4-16	CLSCSV_0423019161697	               1.0000000	8.400000	8.400000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6W035SZ	1-LRWO4-16	COMET_1-WKGU22	             165.0000000	?	63.600000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-64XUZ17	1-LRWO4-16	CLSION_0606017035708	             200.0000000	90.000000	90.000000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-6RL2ZGD	1-LRWO4-16	COMET_1-4YH67VR	              10.0000000	53.400000	53.400000	               5.0000000	FINLAND	CHILE	?	Other	?	2	Faster
1-6HUC59Z	1-LRWO4-16	CLSCSV_0430019207856	               1.0000000	9.900000	9.900000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	OTHER	?	?	?
1-6ENO4QC	1-LRWO4-6	CLS38559CS	                .5000000	4.200000	4.200000	               1.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	FedEx	?	?	?
1-67TF6L0	1-LRWO4-16	CLC10000757	              50.0000000	22.200000	48.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-6UWJ5RM	1-LRWO4-6	CLC10000838	               1.0000000	27.367800	27.367800	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	Freight Forwarder	?	1	Faster
1-6LWSN8O	1-LRWO4-16	COMET_1-5PFSDO5	              20.0000000	18.000000	18.000000	               2.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6NI84LL	1-LRWO4-6	CLSCSV_0607019479821	              30.0000000	?	?	               1.0000000	CHILE	BRAZIL	?	FedEx	?	2	Equal
1-6A8M33O	1-LRWO4-16	CLSCSV_0313016232088	              20.0000000	80.580000	80.580000	               2.0000000	ESTONIA	CHILE	?	Other	?	2	Faster
1-7FE4XBO	1-LRWO4-16	CLSSME_0118015676430	              15.0000000	21.000000	21.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-68005XV	1-LRWO4-16	CLSCSV_0220018744589	              10.0000000	10.540800	14.640000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6QJ4H6U	1-LRWO4-34	CLS80888CS	              15.0000000	?	30.000000	              15.0000000	CHILE	CHILE	?	FedEx	?	?	?
1-6WA6YAF	1-LRWO4-16	CLSCSV_0816019998820	              15.0000000	27.600000	27.600000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-68ZBR5O	1-LRWO4-16	CLSISL_0227018786986	               5.0000000	18.000000	18.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7KZSX35	1-LRWO4-16	CLS54234CS	               7.0000000	16.800000	16.800000	               1.0000000	Europe	CHILE	?	OTHER	?	?	?
1-6M62IYC	1-LRWO4-16	COMET_1-8FW4C5	              34.0000000	41.820000	41.820000	               1.0000000	ITALY	CHILE	?	FedEx	?	2	Equal
1-7AMDKRF	1-LRWO4-16	CLSCSV_0724019829398	              50.0000000	159.000000	159.000000	               7.0000000	Europe	CHILE	?	Other	?	?	?
1-6IL34PE	1-LRWO4-16	CLSCSV_0509019269368	               2.0000000	18.000000	18.000000	               2.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6VV30GM	1-LRWO4-16	CLC10003834	              60.0000000	38.820000	38.820000	               1.0000000	BRAZIL	CHILE	?	Freight Forwarder	?	2	Slower
1-6ZNGE16	1-LRWO4-16	CLC10002291	              12.0000000	15.480000	15.480000	               1.0000000	SPAIN	CHILE	?	Other	?	2	Equal
1-7395YFI	1-LRWO4-5	CLSCSV_10070110429226	                .5000000	7.200000	9.000000	               2.0000000	CHILE	Europe	?	FedEx	?	?	?
1-6U37LY9	1-LRWO4-16	CLC-IMP360-050624-1904	             100.0000000	120.000000	120.000000	               3.0000000	Europe	CHILE	?	Freight Forwarder	?	?	?
1-6WX2J0R	1-LRWO4-16	CLSCSV_08210110031606	              45.0000000	18.000000	18.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
